0	0	1	0	0	0
1	0	0	0	0	0
1	1	0	0	0	0
2	0	-0.000484169457320000	0	1.17430000000000e-10	0
2	1	-3.18371555380000e-10	1.43217050757700e-09	4.30520000000000e-11	4.30140000000000e-11
2	2	2.43937459858400e-06	-1.40028755468400e-06	3.68290000000000e-11	3.63830000000000e-11
3	0	9.57173957733000e-07	0	1.30620000000000e-11	0
3	1	2.03044771717900e-06	2.48235643255000e-07	7.73150000000000e-12	7.71540000000000e-12
3	2	9.04774922890400e-07	-6.19007904325500e-07	1.18040000000000e-11	1.18230000000000e-11
3	3	7.21292388371400e-07	1.41439868414300e-06	2.35010000000000e-11	2.35160000000000e-11
4	0	5.39985353387300e-07	0	6.79010000000000e-12	0
4	1	-5.36178662202500e-07	-4.73577074798900e-07	5.30110000000000e-12	5.29500000000000e-12
4	2	3.50491731143900e-07	6.62502191681300e-07	7.64310000000000e-12	7.64140000000000e-12
4	3	9.90857438892000e-07	-2.00947565571700e-07	1.28710000000000e-11	1.28760000000000e-11
4	4	-1.88490407757800e-07	3.08819536842900e-07	1.34630000000000e-11	1.34390000000000e-11
5	0	6.86529579574300e-08	0	3.22230000000000e-12	0
5	1	-6.29144381920500e-08	-9.43427076659800e-08	2.56200000000000e-12	2.56020000000000e-12
5	2	6.52058847356100e-07	-3.23344159721800e-07	3.37530000000000e-12	3.37380000000000e-12
5	3	-4.51830114132200e-07	-2.14941906033300e-07	6.28500000000000e-12	6.28250000000000e-12
5	4	-2.95326326193100e-07	4.98120826395800e-08	7.91490000000000e-12	7.92090000000000e-12
5	5	1.74813176517800e-07	-6.69358498961700e-07	1.22950000000000e-11	1.22820000000000e-11
6	0	-1.49975186742100e-07	0	3.23080000000000e-12	0
6	1	-7.59432120492900e-08	2.65255190872900e-08	2.53040000000000e-12	2.52890000000000e-12
6	2	4.86352161505200e-08	-3.73770360708100e-07	3.21650000000000e-12	3.21430000000000e-12
6	3	5.72495588762100e-08	8.97305834697900e-09	4.30400000000000e-12	4.30760000000000e-12
6	4	-8.59981909732500e-08	-4.71426749384400e-07	4.44820000000000e-12	4.44710000000000e-12
6	5	-2.67162694544900e-07	-5.36495088260900e-07	6.76980000000000e-12	6.76620000000000e-12
6	6	9.47684843025700e-09	-2.37383388433000e-07	7.30720000000000e-12	7.29630000000000e-12
7	0	9.05017104243500e-08	0	2.01950000000000e-12	0
7	1	2.80886358347500e-07	9.51595509046000e-08	1.57900000000000e-12	1.57790000000000e-12
7	2	3.30395682127800e-07	9.30200288112300e-08	1.91250000000000e-12	1.91110000000000e-12
7	3	2.50464168878600e-07	-2.17097101471500e-07	3.05270000000000e-12	3.05120000000000e-12
7	4	-2.74988196982700e-07	-1.24049551372600e-07	2.98530000000000e-12	2.98740000000000e-12
7	5	1.64691541836800e-09	1.79300289497100e-08	3.43020000000000e-12	3.42970000000000e-12
7	6	-3.58798763526200e-07	1.51794488242400e-07	6.12430000000000e-12	6.11910000000000e-12
7	7	1.52099745699700e-09	2.41033597703100e-08	6.29020000000000e-12	6.28230000000000e-12
8	0	4.94788829678000e-08	0	2.20400000000000e-12	0
8	1	2.31409440986300e-08	5.89048166305500e-08	1.70760000000000e-12	1.70670000000000e-12
8	2	8.00205291183300e-08	6.52998761577300e-08	2.02750000000000e-12	2.02600000000000e-12
8	3	-1.93602626713500e-08	-8.59416026597200e-08	2.40490000000000e-12	2.40570000000000e-12
8	4	-2.44345215191000e-07	6.98120902066700e-08	2.43920000000000e-12	2.43910000000000e-12
8	5	-2.57014486693200e-08	8.92068893650600e-08	2.71910000000000e-12	2.71710000000000e-12
8	6	-6.59708118447100e-08	3.08944780535400e-07	3.54790000000000e-12	3.54520000000000e-12
8	7	6.72563622206500e-08	7.48645443642700e-08	4.62150000000000e-12	4.61780000000000e-12
8	8	-1.24032718304500e-07	1.20541361061500e-07	5.36630000000000e-12	5.36310000000000e-12
9	0	2.80232130093600e-08	0	1.58970000000000e-12	0
9	1	1.42149292807200e-07	2.14157788228900e-08	1.22790000000000e-12	1.22720000000000e-12
9	2	2.14119733856000e-08	-3.16802489513700e-08	1.41930000000000e-12	1.41820000000000e-12
9	3	-1.60601957308200e-07	-7.42500417798400e-08	1.95540000000000e-12	1.95440000000000e-12
9	4	-9.35016148979800e-09	1.98991955920900e-08	1.75310000000000e-12	1.75400000000000e-12
9	5	-1.63149788159200e-08	-5.40436853054600e-08	2.10850000000000e-12	2.10860000000000e-12
9	6	6.27839802840500e-08	2.22963983231400e-07	3.06250000000000e-12	3.06080000000000e-12
9	7	-1.17981716220000e-07	-9.69208555735000e-08	2.42780000000000e-12	2.42610000000000e-12
9	8	1.88130840062200e-07	-3.00431245033400e-09	4.65750000000000e-12	4.65820000000000e-12
9	9	-4.75585083842000e-08	9.68767992641400e-08	4.00090000000000e-12	4.00090000000000e-12
10	0	5.33454850376600e-08	0	1.65650000000000e-12	0
10	1	8.37536337570100e-08	-1.31094402960200e-07	1.27270000000000e-12	1.27200000000000e-12
10	2	-9.39777659494700e-08	-5.12650845345700e-08	1.45290000000000e-12	1.45190000000000e-12
10	3	-6.99178244891000e-09	-1.54128208669200e-07	1.58750000000000e-12	1.58780000000000e-12
10	4	-8.44595306772400e-08	-7.90240656603000e-08	1.56460000000000e-12	1.56460000000000e-12
10	5	-4.92851243884800e-08	-5.06165898603100e-08	1.61720000000000e-12	1.61650000000000e-12
10	6	-3.75868985003100e-08	-7.97713083974800e-08	2.16950000000000e-12	2.16700000000000e-12
10	7	8.25721238985900e-09	-3.04908080577400e-09	1.88660000000000e-12	1.88440000000000e-12
10	8	4.05889647112000e-08	-9.17105831806200e-08	3.39840000000000e-12	3.39700000000000e-12
10	9	1.25384445273900e-07	-3.79423515169400e-08	3.38850000000000e-12	3.39000000000000e-12
10	10	1.00422649667000e-07	-2.38617143851900e-08	3.66230000000000e-12	3.66290000000000e-12
11	0	-5.07647165159200e-08	0	1.39450000000000e-12	0
11	1	1.56144551187000e-08	-2.71211697359200e-08	1.07010000000000e-12	1.06940000000000e-12
11	2	2.01137023593000e-08	-9.89879220650800e-08	1.20090000000000e-12	1.20010000000000e-12
11	3	-3.05706492413800e-08	-1.48831968784300e-07	1.47370000000000e-12	1.47310000000000e-12
11	4	-3.79414185716400e-08	-6.37662945353900e-08	1.29670000000000e-12	1.29710000000000e-12
11	5	3.74183359585000e-08	4.95857938144400e-08	1.56140000000000e-12	1.56170000000000e-12
11	6	-1.56770659877000e-09	3.42733382353300e-08	1.94970000000000e-12	1.94890000000000e-12
11	7	4.65648375669400e-09	-8.98276320353100e-08	1.58730000000000e-12	1.58680000000000e-12
11	8	-6.31253216622800e-09	2.45471700719400e-08	2.69080000000000e-12	2.69180000000000e-12
11	9	-3.10768418178200e-08	4.20644525269600e-08	2.12650000000000e-12	2.12690000000000e-12
11	10	-5.22371578633400e-08	-1.84190238177500e-08	3.14950000000000e-12	3.14870000000000e-12
11	11	4.62341737636100e-08	-6.96721407759200e-08	3.26450000000000e-12	3.26630000000000e-12
12	0	3.64477219880200e-08	0	1.29870000000000e-12	0
12	1	-5.35883270483100e-08	-4.31685802602700e-08	9.92920000000000e-13	9.92410000000000e-13
12	2	1.42794712252800e-08	3.10999675574500e-08	1.10540000000000e-12	1.10460000000000e-12
12	3	3.96340275935400e-08	2.50688825989400e-08	1.14080000000000e-12	1.14080000000000e-12
12	4	-6.77212497695700e-08	3.83859509562900e-09	1.09950000000000e-12	1.09960000000000e-12
12	5	3.08751698673200e-08	7.58861971214000e-09	1.12730000000000e-12	1.12710000000000e-12
12	6	3.13253335011200e-09	3.89791373202500e-08	1.39070000000000e-12	1.38880000000000e-12
12	7	-1.90558482935000e-08	3.57240341936300e-08	1.06590000000000e-12	1.06490000000000e-12
12	8	-2.58886352811100e-08	1.69360773939700e-08	2.30390000000000e-12	2.30360000000000e-12
12	9	4.19101833854700e-08	2.49606688224400e-08	1.48910000000000e-12	1.49050000000000e-12
12	10	-6.19979212095200e-09	3.09361659022600e-08	2.26750000000000e-12	2.26710000000000e-12
12	11	1.13645386751600e-08	-6.38797960261700e-09	2.95810000000000e-12	2.96210000000000e-12
12	12	-2.42209376478700e-09	-1.11108124464300e-08	3.20320000000000e-12	3.20680000000000e-12
13	0	4.17310817896000e-08	0	1.10230000000000e-12	0
13	1	-5.14421431231300e-08	3.86843377283500e-08	8.41840000000000e-13	8.41360000000000e-13
13	2	5.53091149383000e-08	-6.26863274108700e-08	9.27320000000000e-13	9.26650000000000e-13
13	3	-2.15518355205800e-08	9.76854400805700e-08	1.04260000000000e-12	1.04210000000000e-12
13	4	-3.64353033584000e-09	-1.17532793357700e-08	9.20810000000000e-13	9.20920000000000e-13
13	5	5.83692355407100e-08	6.72211226636000e-08	1.07480000000000e-12	1.07480000000000e-12
13	6	-3.50439134130400e-08	-6.27531184565700e-09	1.23070000000000e-12	1.23040000000000e-12
13	7	3.01121753517500e-09	-7.32270944960500e-09	9.97710000000000e-13	9.97440000000000e-13
13	8	-1.00549523581800e-08	-9.85603366119100e-09	1.72620000000000e-12	1.72640000000000e-12
13	9	2.47691834247600e-08	4.58876654389800e-08	1.33240000000000e-12	1.33270000000000e-12
13	10	4.11106061937000e-08	-3.68417464875500e-08	1.50320000000000e-12	1.50340000000000e-12
13	11	-4.45229497109600e-08	-4.84284084492300e-09	1.93010000000000e-12	1.93060000000000e-12
13	12	-3.13109071726300e-08	8.79399441900800e-08	2.74210000000000e-12	2.74340000000000e-12
13	13	-6.12078506400800e-08	6.81480968905000e-08	3.17050000000000e-12	3.17070000000000e-12
14	0	-2.26625510317300e-08	0	9.58710000000000e-13	0
14	1	-1.87692141978400e-08	2.88603781884400e-08	7.30300000000000e-13	7.29970000000000e-13
14	2	-3.59130325339500e-08	-4.06190584552400e-09	7.99850000000000e-13	7.99350000000000e-13
14	3	3.65239065701200e-08	1.96952310126800e-08	7.92330000000000e-13	7.92270000000000e-13
14	4	1.61064916170800e-09	-2.26636658997000e-08	7.51320000000000e-13	7.51390000000000e-13
14	5	2.93107821642100e-08	-1.67890938548000e-08	7.67980000000000e-13	7.67950000000000e-13
14	6	-1.90661860529700e-08	2.45357995544100e-09	8.73280000000000e-13	8.72270000000000e-13
14	7	3.76257438890400e-08	-3.93483223783900e-09	6.93240000000000e-13	6.93090000000000e-13
14	8	-3.49463631688300e-08	-1.54459300820900e-08	1.38680000000000e-12	1.38690000000000e-12
14	9	3.19535253482800e-08	2.84664422258600e-08	7.93910000000000e-13	7.94680000000000e-13
14	10	3.87994128324200e-08	-1.29404696589300e-09	1.52370000000000e-12	1.52360000000000e-12
14	11	1.56477695249000e-08	-3.90424189970100e-08	1.28260000000000e-12	1.28450000000000e-12
14	12	8.46041630176800e-09	-3.11272702350600e-08	1.86970000000000e-12	1.87040000000000e-12
14	13	3.22425766582900e-08	4.51501197392500e-08	2.89640000000000e-12	2.89680000000000e-12
14	14	-5.18716401357900e-08	-4.81831345712000e-09	2.93540000000000e-12	2.93580000000000e-12
15	0	2.19052375454000e-09	0	7.45250000000000e-13	0
15	1	9.43169171157300e-09	1.04805845695600e-08	5.67180000000000e-13	5.66870000000000e-13
15	2	-2.05305780959900e-08	-3.02974940577800e-08	6.16820000000000e-13	6.16380000000000e-13
15	3	5.34146839283500e-08	1.76556673069100e-08	6.50340000000000e-13	6.50090000000000e-13
15	4	-4.01691688328900e-08	6.80827648721800e-09	5.78650000000000e-13	5.78650000000000e-13
15	5	1.22429354057100e-08	7.61684716909000e-09	6.48180000000000e-13	6.48130000000000e-13
15	6	3.28530925775800e-08	-3.64700244165600e-08	7.08410000000000e-13	7.08230000000000e-13
15	7	5.96542413210700e-08	5.07072053223400e-09	5.64640000000000e-13	5.64740000000000e-13
15	8	-3.20934957013600e-08	2.21750257002800e-08	1.01980000000000e-12	1.01980000000000e-12
15	9	1.32989300262000e-08	3.79923845012900e-08	6.99030000000000e-13	6.99210000000000e-13
15	10	1.02665842523700e-08	1.46925182385300e-08	8.76930000000000e-13	8.76990000000000e-13
15	11	-1.30236556458900e-09	1.85197901959900e-08	1.13570000000000e-12	1.13590000000000e-12
15	12	-3.24157545584100e-08	1.56082619839000e-08	1.06620000000000e-12	1.06670000000000e-12
15	13	-2.83682755220700e-08	-4.57654777419700e-09	1.77960000000000e-12	1.77980000000000e-12
15	14	5.19749822790300e-09	-2.43952470350400e-08	2.65150000000000e-12	2.65220000000000e-12
15	15	-1.90288499632100e-08	-4.69754424101000e-09	3.18030000000000e-12	3.17830000000000e-12
16	0	-4.70700753876700e-09	0	7.06930000000000e-13	0
16	1	2.61890200777400e-08	3.33482108336100e-08	5.37190000000000e-13	5.36950000000000e-13
16	2	-2.45051126301500e-08	2.80248875294000e-08	5.81560000000000e-13	5.81180000000000e-13
16	3	-3.39072955898700e-08	-2.13407767247000e-08	5.59330000000000e-13	5.59250000000000e-13
16	4	4.08545610037200e-08	4.79891365825500e-08	5.23720000000000e-13	5.23720000000000e-13
16	5	-1.21215405802100e-08	-3.44487944136200e-09	5.30170000000000e-13	5.30190000000000e-13
16	6	1.38714474220700e-08	-3.55985077128200e-08	5.70340000000000e-13	5.69730000000000e-13
16	7	-8.06422817719300e-09	-8.65446526700200e-09	4.80080000000000e-13	4.79970000000000e-13
16	8	-2.12082796518600e-08	5.41032625823800e-09	8.48040000000000e-13	8.48110000000000e-13
16	9	-2.24131336581900e-08	-3.96677432334000e-08	5.09480000000000e-13	5.09690000000000e-13
16	10	-1.18074018244400e-08	1.15375307888200e-08	9.28980000000000e-13	9.29020000000000e-13
16	11	1.91113451975600e-08	-3.20218413628500e-09	7.34580000000000e-13	7.35500000000000e-13
16	12	1.95657407005600e-08	6.72580519528800e-09	1.27900000000000e-12	1.27910000000000e-12
16	13	1.37736840373900e-08	1.04634922902700e-09	1.23970000000000e-12	1.24000000000000e-12
16	14	-1.93449267690600e-08	-3.86483351443700e-08	1.91360000000000e-12	1.91410000000000e-12
16	15	-1.44157231647600e-08	-3.27719684243900e-08	3.18260000000000e-12	3.18340000000000e-12
16	16	-3.83030524362600e-08	2.96893675869700e-09	1.82430000000000e-12	1.82340000000000e-12
17	0	1.91857056974100e-08	0	7.19590000000000e-13	0
17	1	-2.53668587749900e-08	-3.17077114874300e-08	5.46460000000000e-13	5.46160000000000e-13
17	2	-2.01018637989600e-08	6.81369423338200e-09	5.88690000000000e-13	5.88300000000000e-13
17	3	6.30665247927300e-09	5.07549487552000e-09	5.92380000000000e-13	5.92180000000000e-13
17	4	6.47627253089100e-09	2.53320055141800e-08	5.30000000000000e-13	5.29980000000000e-13
17	5	-1.62178157116000e-08	8.02704626487600e-09	5.69620000000000e-13	5.69570000000000e-13
17	6	-1.17324718557300e-08	-2.94408415802100e-08	6.07320000000000e-13	6.07130000000000e-13
17	7	2.49737010518600e-08	-4.38739931723700e-09	4.77650000000000e-13	4.77710000000000e-13
17	8	3.89949463061500e-08	3.63608237382500e-09	8.80650000000000e-13	8.80770000000000e-13
17	9	3.47663022650700e-09	-2.76420138551500e-08	5.37520000000000e-13	5.37700000000000e-13
17	10	-3.79370820151400e-09	1.83787725442000e-08	8.03110000000000e-13	8.03050000000000e-13
17	11	-1.60178135948900e-08	1.10847314386600e-08	8.67180000000000e-13	8.67250000000000e-13
17	12	2.87226087648700e-08	2.04576407188800e-08	8.89700000000000e-13	8.89950000000000e-13
17	13	1.65031911922300e-08	2.01369023682200e-08	1.57830000000000e-12	1.57870000000000e-12
17	14	-1.42737087745700e-08	1.15725673162200e-08	1.44400000000000e-12	1.44460000000000e-12
17	15	5.54385014340300e-09	5.24469955580800e-09	2.35060000000000e-12	2.35290000000000e-12
17	16	-3.04048522703500e-08	3.60636535386400e-09	2.37850000000000e-12	2.37670000000000e-12
17	17	-3.46993135211700e-08	-1.98688458718600e-08	1.15900000000000e-12	1.16020000000000e-12
18	0	6.09957282589200e-09	0	6.93400000000000e-13	0
18	1	7.20378431213100e-09	-3.92890702329600e-08	5.25940000000000e-13	5.25700000000000e-13
